CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
Drug Farm,drug-farm.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Drug Farm is a clinical stage biotech company focused on developing first-in-class drugs for the healthcare sector. The company's main offerings include treatments for hepatitis B, cancer, and autoimmune diseases, leveraging a platform that combines mouse genetics and AI technologies. It was founded in 2015 and is based in Shanghai, Shanghai.",5/16/23,27,Series C,83,unknown,unknown,0,2015,12/30/24,Alive / Active,unknown,0,Asia,China,Shanghai,Shanghai,"Floor 7, 43 Handan Road",unknown
Aitia,aitiabio.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Aitia focuses on the development and application of Causal AI and Digital Twins in the pharmaceutical industry. The company's main services include the discovery of drugs for neurodegenerative disorders, oncology, and immunology by revealing hidden biological mechanisms of diseases and creating Digital Twins. It is used to discover novel therapies and accelerate research and development in various diseases such as Alzheimer’s Disease, Parkinson’s Disease, Huntington’s Disease, multiple myeloma, prostate cancer, and pancreatic cancer. It was founded in 2000 and is based in Cambridge, Massachusetts.",11/13/23,0,Corporate Minority,65.25,unknown,unknown,140.17,2000,12/30/24,Alive / Active,"Insilico Medicine, Healx, Unlearn, Cytocast, Cyclica, InSilicoTrials, Owkin, Standigm, My Intelligent Machines, Insitro, Atomwise, Recursion, Aria Pharmaceuticals, BenevolentAI, Numerate, VELDT, Galactica Biotech, BERG",0,North America,United States,Massachusetts,Cambridge,561 Windsor St.,unknown
Immunitas Therapeutics,immunitastx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Immunitas Therapeutics focuses on immuno-oncology therapeutics within the healthcare and biotechnology industry. The company's main offerings include the discovery and development of therapeutics for cancer patients, with a particular emphasis on single-cell genomics and machine learning to identify key immune cell populations. Immunitas primarily serves the healthcare sector, specifically the oncology industry. It was founded in 2019 and is based in Waltham, Massachusetts.",8/18/21,58,Series B,97,unknown,unknown,136.59,2019,12/30/24,Alive / Active,Celsius Therapeutics,0,North America,United States,Massachusetts,Waltham,21 Hickory Drive,unknown
Fountain Therapeutics,fountaintx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Fountain Therapeutics focuses on developing therapeutics to treat age-related diseases by targeting cellular aging within the biotechnology sector. The company leverages an AI-driven platform to model and modify cellular resilience, aiming to reverse cellular age and ameliorate chronic degenerative diseases. Fountain's technology involves screening a variety of drug compounds to identify novel therapeutics that can potentially improve the health of the aging population. It was founded in 2018 and is based in South San Francisco, California.",11/18/21,15,Series A - III,26,unknown,unknown,46.2,2018,12/30/24,Alive / Active,unknown,0,North America,United States,California,South San Francisco,681 Gateway Boulevard,unknown
Apeiron Therapeutics,apeiron-bio.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Apeiron Therapeutics focuses on the development of investigational medicines within the biopharmaceutical industry, leveraging artificial intelligence to enhance the drug discovery process. The company's main offerings include the identification and optimization of drug candidates, with a particular emphasis on streamlining the journey from target selection through to clinical trials. Apeiron Therapeutics primarily serves the healthcare sector, with solutions aimed at addressing unmet medical needs through innovative therapeutic approaches. It was founded in 2019 and is based in Shanghai, Shanghai.",10/14/22,27,Series A - II,44.5,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Asia,China,Shanghai,Shanghai,"1st Floor, Building C2, No.1976 Middle Gaoke Road, Pudong New District",unknown
Auron Therapeutics,aurontx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Auron Therapeutics is a biotechnology company focused on the development of targeted cancer therapies within the oncology sector. The company specializes in identifying and targeting dysregulated cell states of cancer to treat solid tumors and hematological malignancies. Auron Therapeutics utilizes a proprietary AI-powered platform, AURIGIN™, to analyze single cell genomic data, aiding in the discovery and development of cancer treatments. It was founded in 2018 and is based in Wellesley, Massachusetts.",7/20/22,48,Series A,61.41,unknown,unknown,74.99,2018,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Wellesley,7 Norwich Road,unknown
Meliora Therapeutics,melioratherapeutics.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Meliora Therapeutics focuses on the development of oncology drugs, operating in the biotechnology and healthcare domain. The company's main service involves the use of modern machine learning methods, molecular fingerprinting, and advanced biology to develop an atlas of drug mechanisms and their impact on cancer biology. It primarily serves the healthcare industry, particularly the oncology sector. The company was founded in 2021 and is based in San Francisco, California.",9/29/22,11,Seed VC,11,unknown,unknown,26.02,2021,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Francisco,unknown,unknown
Invea Therapeutics,inveatx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Invea Therapeutics is a biotechnology company focused on developing small molecule oral therapies for the treatment of immune-mediated inflammatory diseases (IMIDs). The company specializes in creating oral product candidates intended for controlling inflammation, preventing tissue damage, and potentially improving patient outcomes. It was founded in 2021 and is based in Guilford, Connecticut.",2/22/23,6.4,Series A - II,7.92,unknown,unknown,68.32,2021,12/30/24,Alive / Active,unknown,0,North America,United States,Connecticut,Guilford,2614 Boston Post Road Suite #33AR,unknown
Celeris Therapeutics,celeristx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Celeris Therapeutics is a company focused on the research and development of novel therapeutic modalities in the biotechnology industry. The company's main offerings include the design of proximity-inducing compounds (PICs) using active machine learning to predict biomolecular interactions and generate new chemical entities. These PICs are used to treat diseases with high unmet medical need, particularly in the areas of oncology and CNS disorders. It was founded in 2021 and is based in Menlo Park, California.",10/20/22,10,Series A,18.09,unknown,unknown,0,2021,12/30/24,Alive / Active,Ascent Bio,0,North America,United States,California,Menlo Park,585 Glenwood Avenue,unknown
Arctic Therapeutics,arctictherapeutics.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Arctic Therapeutics focuses on drug development through bioinformatics and artificial intelligence within the biotechnology sector. The company identifies genetic causes of diseases and develops treatments by using genomics research and collaborative efforts with the Center for Applied Genomics. It primarily serves the drug development industry. The company was founded in 2015 and is based in Reykjavik, Iceland.",10/16/24,0,Incubator/Accelerator,14.5,unknown,unknown,0,2015,12/30/24,Alive / Active,unknown,0,Europe,Iceland,unknown,Reykjavik,Bjargargata 1 Gróska Innovation Center,unknown
ETERN,eterntx.com,unknown,unknown,unknown,Small molecule discovery - target identification,"ETERN engages in oncology treatment with a focus on developing small-molecule drugs. Its main offerings include a technology platform for drug discovery that integrates AI-assisted target identification with high-content screening, and drug optimization techniques, to create therapies targeting protein liquid-liquid phase separation. The company was founded in 2018 and is based in Pudong, China.",4/2/24,0,Series B - II,15.49,unknown,unknown,0,2018,12/30/24,Alive / Active,unknown,0,Asia,China,Shanghai,Pudong,"No. 80, 1505 Zuchongzhi Road 2nd Floor",unknown
Yuyao Biotech,yuyaobiotech.com,unknown,unknown,unknown,Small molecule discovery - target identification,"Yuyao Biotech is a biotechnology company that focuses on addressing significant unmet clinical drug needs, guided by artificial intelligence and modern drug creation technologies. The company offers a range of services, including the development of drugs targeting G protein-coupled receptors, AI-assisted drug development, development of drugs for 'undruggable' targets, and drug metabolism and safety evaluation. Yuyao Biotech primarily serves the healthcare and pharmaceutical industries. It was founded in 2020 and is based in Shanghai, Shanghai.",12/30/22,14.4,Seed VC - II,14.4,unknown,unknown,0,2020,12/30/24,Alive / Active,unknown,0,Asia,China,Shanghai,Shanghai,"Room 1001, Building 1, No. 58, Tanzhu Road, Minhang District",unknown
Integrated Biosciences,integratebio.co,unknown,unknown,unknown,Small molecule discovery - target identification,"Integrated Biosciences engages in drug discovery within the biotechnology sector. The company develops therapeutics that target cellular stress responses related to age-related diseases, using synthetic biology and machine learning. It serves the healthcare and pharmaceutical industries with its approach to drug development. The company was founded in 2022 and is based in San Carlos, California.",10/31/24,0,Incubator/Accelerator,17.2,unknown,unknown,36.79,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Carlos,930 Brittan Avenue,unknown
